               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  24,            0.021364,            0.043277,           0.0016759,             0.99614,                   1,               0.995,             0.84457,            0.016958,            0.033134,          0.00072975,            0.005446,            0.005446,            0.005446
                  25,            0.020905,            0.040941,           0.0014872,             0.99654,                   1,               0.995,             0.87491,             0.01344,            0.030251,          0.00069304,            0.005248,            0.005248,            0.005248
                  26,            0.020452,            0.041355,           0.0015801,             0.99654,                   1,               0.995,             0.88312,            0.013481,            0.029579,          0.00067887,             0.00505,             0.00505,             0.00505
                  27,            0.019865,            0.040413,           0.0014485,             0.99532,                   1,               0.995,             0.86592,            0.012355,            0.029037,          0.00067158,            0.004852,            0.004852,            0.004852
                  28,            0.019539,            0.040674,           0.0013604,             0.99684,                   1,               0.995,             0.87944,             0.01366,            0.031216,          0.00054889,            0.004654,            0.004654,            0.004654
                  29,            0.019433,            0.039393,            0.001468,             0.99614,                   1,               0.995,             0.88487,            0.012137,            0.029465,          0.00067101,            0.004456,            0.004456,            0.004456
                  30,            0.019267,            0.040731,           0.0015408,             0.99574,                   1,               0.995,             0.86445,             0.01289,             0.03019,          0.00063033,            0.004258,            0.004258,            0.004258
                  31,            0.018405,            0.040516,           0.0013371,             0.99622,              0.9991,               0.995,             0.87889,            0.013175,            0.030067,          0.00050673,             0.00406,             0.00406,             0.00406
                  32,            0.018534,            0.039258,           0.0012511,             0.99649,                   1,               0.995,             0.87742,            0.012487,            0.028717,          0.00047078,            0.003862,            0.003862,            0.003862
                  33,            0.017709,            0.037483,            0.001213,             0.99719,                   1,               0.995,             0.87196,            0.013776,            0.029865,          0.00050054,            0.003664,            0.003664,            0.003664
                  34,            0.017458,            0.037982,           0.0012839,             0.99657,                   1,               0.995,             0.87359,            0.012318,            0.029202,          0.00049787,            0.003466,            0.003466,            0.003466
                  35,            0.017188,             0.03919,           0.0012306,             0.99674,                   1,               0.995,             0.88974,            0.012539,            0.029018,          0.00043421,            0.003268,            0.003268,            0.003268
                  36,            0.017193,            0.038376,           0.0011055,             0.99659,             0.99966,               0.995,             0.87465,            0.012469,            0.028866,          0.00040026,             0.00307,             0.00307,             0.00307
                  37,            0.016467,            0.037091,           0.0010816,             0.99708,                   1,               0.995,             0.87932,            0.011196,            0.027493,          0.00037332,            0.002872,            0.002872,            0.002872
                  38,            0.016196,            0.036751,           0.0010888,             0.99725,                   1,               0.995,             0.85459,            0.011933,            0.028843,          0.00037255,            0.002674,            0.002674,            0.002674
                  39,            0.015976,            0.036855,           0.0010571,             0.99708,                   1,               0.995,             0.89182,            0.010948,            0.027225,          0.00036798,            0.002476,            0.002476,            0.002476
                  40,            0.016065,            0.037771,           0.0009758,              0.9968,                   1,               0.995,             0.88657,            0.012141,              0.0285,           0.0003511,            0.002278,            0.002278,            0.002278
                  41,            0.015554,            0.036663,          0.00095153,              0.9968,                   1,               0.995,             0.88436,            0.010873,            0.027515,          0.00034904,             0.00208,             0.00208,             0.00208
                  42,            0.015164,            0.036259,          0.00098068,             0.99712,                   1,               0.995,             0.88617,            0.010934,            0.027054,          0.00031414,            0.001882,            0.001882,            0.001882
                  43,            0.015032,             0.03584,          0.00097981,             0.99721,                   1,               0.995,             0.88776,            0.010613,            0.026459,          0.00027866,            0.001684,            0.001684,            0.001684
                  44,            0.014963,            0.035005,          0.00094987,             0.99717,                   1,               0.995,             0.87889,            0.011108,            0.027203,           0.0002566,            0.001486,            0.001486,            0.001486
                  45,            0.014324,            0.034975,           0.0010439,             0.99772,                   1,               0.995,             0.89031,            0.010716,            0.026917,          0.00023679,            0.001288,            0.001288,            0.001288
                  46,            0.014169,            0.034678,          0.00094062,             0.99778,                   1,               0.995,             0.88381,            0.010591,            0.026527,           0.0002206,             0.00109,             0.00109,             0.00109
                  47,            0.014155,            0.034431,          0.00084696,             0.99764,                   1,               0.995,             0.89157,            0.010572,            0.026924,          0.00020865,            0.000892,            0.000892,            0.000892
                  48,            0.014341,            0.035256,          0.00087012,             0.99762,                   1,               0.995,             0.88732,            0.010567,            0.027382,          0.00019875,            0.000694,            0.000694,            0.000694
                  49,            0.013948,            0.035327,          0.00093147,             0.99752,             0.99998,               0.995,             0.89022,             0.01049,            0.026836,          0.00018966,            0.000496,            0.000496,            0.000496
