               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  21,            0.020403,            0.043756,           0.0018646,             0.99768,                   1,               0.995,             0.86915,            0.012488,            0.028877,          0.00077155,             0.00604,             0.00604,             0.00604
                  22,            0.020592,            0.041177,           0.0016659,             0.99717,                   1,               0.995,             0.88091,            0.014245,            0.031357,            0.000814,            0.005842,            0.005842,            0.005842
                  23,            0.020128,            0.042756,           0.0018169,             0.99728,             0.99977,               0.995,             0.87237,            0.012207,            0.029068,          0.00094424,            0.005644,            0.005644,            0.005644
                  24,            0.019852,            0.042152,           0.0016411,             0.99648,                   1,               0.995,             0.84171,            0.015069,            0.031403,            0.000734,            0.005446,            0.005446,            0.005446
                  25,             0.01949,            0.041599,           0.0015433,              0.9975,                   1,               0.995,             0.87198,            0.012132,            0.030132,          0.00081865,            0.005248,            0.005248,            0.005248
                  26,            0.019067,            0.040391,           0.0016447,             0.99769,                   1,               0.995,             0.88553,            0.011516,            0.028717,          0.00079075,             0.00505,             0.00505,             0.00505
                  27,            0.019114,            0.042112,           0.0014331,             0.99775,                   1,               0.995,             0.88753,            0.011663,             0.02866,          0.00063053,            0.004852,            0.004852,            0.004852
                  28,            0.018248,            0.039773,           0.0014207,             0.99773,                   1,               0.995,             0.87431,            0.011435,            0.028309,          0.00076633,            0.004654,            0.004654,            0.004654
                  29,            0.018026,            0.039454,           0.0014801,             0.99791,                   1,               0.995,             0.87604,            0.012095,            0.028656,          0.00067853,            0.004456,            0.004456,            0.004456
                  30,             0.01768,                0.04,           0.0013796,             0.99701,                   1,               0.995,             0.87408,            0.012006,            0.028835,          0.00062642,            0.004258,            0.004258,            0.004258
                  31,            0.017281,            0.038894,           0.0012726,             0.99758,                   1,               0.995,             0.87059,            0.012854,            0.029663,          0.00059951,             0.00406,             0.00406,             0.00406
                  32,            0.017018,            0.039312,           0.0013076,             0.99766,                   1,               0.995,             0.86042,            0.012237,              0.0289,          0.00049295,            0.003862,            0.003862,            0.003862
                  33,            0.016804,            0.038814,           0.0012263,             0.99801,                   1,               0.995,             0.89033,            0.011044,            0.027668,          0.00053201,            0.003664,            0.003664,            0.003664
                  34,            0.016461,            0.038385,           0.0012469,             0.99737,                   1,               0.995,             0.88357,            0.011162,            0.028324,          0.00052342,            0.003466,            0.003466,            0.003466
                  35,            0.016204,            0.037628,           0.0011868,             0.99709,                   1,               0.995,             0.87898,            0.011715,               0.028,          0.00045905,            0.003268,            0.003268,            0.003268
                  36,            0.015956,            0.037643,           0.0010945,             0.99715,                   1,               0.995,             0.88382,            0.010904,             0.02845,          0.00043074,             0.00307,             0.00307,             0.00307
                  37,            0.015832,             0.03841,           0.0011931,             0.99748,                   1,               0.995,             0.87023,            0.011461,            0.028034,          0.00041133,            0.002872,            0.002872,            0.002872
                  38,             0.01568,            0.037616,           0.0010756,             0.99757,             0.99971,               0.995,             0.89439,            0.010929,            0.027611,          0.00037837,            0.002674,            0.002674,            0.002674
                  39,            0.015263,            0.037482,           0.0010102,             0.99758,                   1,               0.995,             0.88752,            0.011038,             0.02776,          0.00036415,            0.002476,            0.002476,            0.002476
                  40,            0.014993,            0.036691,           0.0010311,             0.99765,             0.99959,               0.995,             0.87852,            0.011032,            0.027718,          0.00033478,            0.002278,            0.002278,            0.002278
                  41,            0.014637,            0.036391,           0.0009815,             0.99774,                   1,               0.995,             0.89411,            0.010562,            0.027035,          0.00031847,             0.00208,             0.00208,             0.00208
                  42,            0.014337,            0.035866,          0.00096833,              0.9977,                   1,               0.995,             0.88771,            0.010731,            0.027313,          0.00029434,            0.001882,            0.001882,            0.001882
                  43,            0.014103,            0.035724,          0.00083789,              0.9978,                   1,               0.995,             0.89484,            0.010431,            0.026741,          0.00024662,            0.001684,            0.001684,            0.001684
                  44,            0.014038,            0.035648,          0.00080158,             0.99764,             0.99973,               0.995,              0.8854,            0.010642,            0.026958,          0.00021833,            0.001486,            0.001486,            0.001486
                  45,            0.013872,            0.036006,          0.00081029,             0.99789,                   1,               0.995,             0.88596,            0.010521,             0.02676,          0.00018601,            0.001288,            0.001288,            0.001288
                  46,            0.013738,            0.035731,          0.00086756,             0.99794,                   1,               0.995,             0.89339,            0.010598,            0.026997,          0.00017375,             0.00109,             0.00109,             0.00109
                  47,            0.013658,            0.035376,          0.00076432,             0.99786,                   1,               0.995,             0.89138,            0.010774,            0.027191,          0.00016111,            0.000892,            0.000892,            0.000892
                  48,            0.013628,            0.034652,          0.00078267,              0.9975,                   1,               0.995,             0.88283,            0.010541,            0.027039,          0.00015318,            0.000694,            0.000694,            0.000694
                  49,            0.013657,            0.034989,          0.00076011,             0.99766,                   1,               0.995,             0.89511,            0.010407,            0.027142,          0.00015102,            0.000496,            0.000496,            0.000496
