               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  28,            0.026658,           0.0068743,            0.010912,              0.9383,             0.63716,             0.77719,             0.48713,            0.024759,           0.0043584,           0.0085369,            0.004654,            0.004654,            0.004654
                  29,            0.026215,            0.006635,            0.010199,             0.90036,             0.67611,             0.80721,             0.57306,            0.022354,           0.0042696,           0.0080745,            0.004456,            0.004456,            0.004456
                  30,            0.024921,           0.0064674,            0.010099,             0.85586,             0.70962,              0.8615,              0.6206,            0.021716,           0.0042392,           0.0080153,            0.004258,            0.004258,            0.004258
                  31,            0.025699,           0.0066262,           0.0089326,             0.87531,             0.76201,             0.85986,             0.61694,            0.022005,           0.0042181,           0.0072858,             0.00406,             0.00406,             0.00406
                  32,            0.024857,           0.0066538,           0.0089474,             0.90651,             0.77593,             0.87899,             0.64061,            0.021798,           0.0041034,           0.0069021,            0.003862,            0.003862,            0.003862
                  33,            0.024534,           0.0064621,           0.0081949,             0.91966,             0.79987,             0.88248,             0.66233,            0.021411,            0.004083,           0.0065786,            0.003664,            0.003664,            0.003664
                  34,            0.023593,            0.006541,           0.0076651,             0.94523,             0.79979,             0.86959,             0.61893,            0.022798,           0.0040633,           0.0061961,            0.003466,            0.003466,            0.003466
                  35,            0.022931,           0.0066514,           0.0087824,             0.92789,             0.80862,             0.87113,             0.65981,            0.019632,            0.003991,           0.0062272,            0.003268,            0.003268,            0.003268
                  36,            0.022916,           0.0065055,            0.007781,             0.95124,             0.81748,             0.86583,             0.64555,             0.01973,           0.0039457,            0.005868,             0.00307,             0.00307,             0.00307
                  37,            0.022588,           0.0064634,           0.0072453,             0.96257,             0.81538,             0.86098,              0.6711,            0.019616,           0.0039298,           0.0054625,            0.002872,            0.002872,            0.002872
                  38,            0.021969,           0.0064837,           0.0073195,             0.96181,             0.81099,             0.86006,             0.64333,            0.019478,           0.0038828,           0.0055963,            0.002674,            0.002674,            0.002674
                  39,            0.022012,           0.0061259,           0.0074033,             0.96725,             0.82272,             0.85081,               0.638,            0.018937,           0.0038285,           0.0049671,            0.002476,            0.002476,            0.002476
                  40,            0.020351,           0.0059614,           0.0066305,             0.96968,              0.8152,             0.85153,             0.65774,            0.017863,           0.0037743,           0.0047596,            0.002278,            0.002278,            0.002278
                  41,            0.019863,             0.00582,           0.0053034,               0.968,             0.79993,             0.85003,             0.63373,            0.018156,           0.0037933,           0.0045324,             0.00208,             0.00208,             0.00208
                  42,            0.019478,           0.0057649,           0.0060027,             0.96819,             0.81613,             0.85128,             0.67568,            0.016312,           0.0036666,           0.0042643,            0.001882,            0.001882,            0.001882
                  43,            0.019619,            0.005837,           0.0052771,             0.96547,             0.82123,             0.85215,             0.65792,            0.016975,           0.0036872,             0.00401,            0.001684,            0.001684,            0.001684
                  44,            0.019695,           0.0057888,            0.005091,             0.96907,             0.82138,             0.85103,             0.69211,            0.016334,            0.003632,           0.0038015,            0.001486,            0.001486,            0.001486
                  45,            0.019676,           0.0059786,           0.0061572,              0.9706,              0.8229,             0.85161,              0.6927,            0.015643,            0.003589,           0.0036785,            0.001288,            0.001288,            0.001288
                  46,            0.018528,           0.0056654,           0.0053044,             0.97439,             0.81828,             0.85259,             0.70627,            0.015166,           0.0035605,           0.0035897,             0.00109,             0.00109,             0.00109
                  47,            0.017334,           0.0052973,           0.0043187,             0.97733,             0.81943,             0.85355,             0.70272,            0.014885,           0.0035209,            0.003499,            0.000892,            0.000892,            0.000892
                  48,            0.017644,           0.0056498,           0.0041154,             0.98027,             0.82649,              0.8508,             0.70692,            0.014928,           0.0035145,           0.0034351,            0.000694,            0.000694,            0.000694
                  49,            0.017472,           0.0059034,           0.0049214,             0.97559,              0.8218,             0.85072,             0.71608,            0.014162,            0.003488,           0.0033648,            0.000496,            0.000496,            0.000496
